specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase_galU	413497.SAMN10274157.GCA_009938535_00817	1.1187407614117255
specI_v4_00300	Cronobacter dublinensis	F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Fumarate_hydratase	F3MP_10_P030_Fumarate_hydratase_Fumarase_C_aerobic_class_II_TCA_cycle_step_8_fumC	413497.SAMN10274192.GCA_009938445_00722	0.705447996049432
specI_v4_00300	Cronobacter dublinensis	F3MS_cell_division_and_shape	F3MS_01_general_cell_division_proteins	F3MS_01_S002_general_cell_division_proteins	F3MS_01_S002_Cell_division_protein_ftsN	413497.SAMN10274192.GCA_009938445_01074	1.0683794409623228
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T031_Translation_elongation_factors	F3MT_05_T031_Elongation_factor_selB	413497.SAMN10274192.GCA_009938445_01115	0.5324775739411578
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U036_hexuronate:cation_MSF_symporters	F3MU_03_U036_2-keto-3-deoxygluconate_pectine_degradation_permease_kdgT	413497.SAMN10274192.GCA_009938445_01893	0.9918388242963654
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R006_DEAD-box_RNA_helicase	F3MA_02_R006_DEAD-box_RNA_helicase_RNA_degradation_deaD	413497.SAMN10274192.GCA_009938445_03398	0.5111784709835114
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U068_spermidine_putrescine_ABC_transporters	F3MU_08_U068_Polyamine_ABC_transport_system_ATP-binding_protein_pamF	413497.SAMN10274204.GCA_009938525_00018	0.4843527786286916
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_01_thiamine_biosynthesis	F3MF_01_F009_Thiamine_monophosphate_kinase	F3MF_01_F009_Thiamine_monophosphate_kinase_thiL	413497.SAMN10274204.GCA_009938525_00921	2.0260122325566003
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R011_tRNA_methyltransferases	F3MA_03_R011_tRNA_modification_GTPase_mnmE	413498.SAMN03135640.GCA_016086855_00457	0.7302549585478735
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C134_L-xylulose_kinase	F3MC_24_C134_L-xylulose_kinase_xylB	413498.SAMN03135640.GCA_016086855_00763	0.6794805851519068
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R013_tRNA_uridine_modification_proteins	F3MA_03_R013_tRNAs_pseudouridine_synthase_truD	413498.SAMN03135640.GCA_016086855_01176	0.9412634734823864
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_06_DNA_integration_CRISPR_system	F3MD_05_D027_DNA_integration_CRISPR_helicase	F3MD_05_D027_CRISPR-associated_helicase_cas3	413498.SAMN03135640.GCA_016086855_01228	0.3784350867190005
specI_v4_00300	Cronobacter dublinensis	F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M010_Flagellar_filament_elongation_protein	F3MM_01_M010_Flagellar_filament_elongation_protein_fliD	413501.SAMN15064823.GCA_013363965_02009	0.3482872181753484
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_09_nucleotides_nucleosides_permeases	F3MU_09_U077_nucleotides_nucleosides_permeases	F3MU_09_U077_Xanthine_uracil_permease_pyrP	413502.SAMN14218530.GCA_011605625_00090	0.7727116421843777
specI_v4_00047	Cronobacter sakazakii	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T034_Peptide_chain_release_factors	F3MT_05_T034_Peptide_chain_release_factor_1_prfA	413502.SAMN14218530.GCA_011605625_00866	0.4602022245696432
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U063_carnitine_betaine_choline_permeases	F3MU_05_U063_Choline_glycine_proline_betaine_transporter_betS	413502.SAMN14218530.GCA_011605625_01370	0.4907917372810671
specI_v4_00047	Cronobacter sakazakii	F3MT_translation_and_posttranslation_processes	F3MT_04_Ribosome_biosynthesis	F3MT_04_T028_Ribosomal_proteins_modifications	F3MT_04_T028_N-acetylases_of_ribosomal_proteins_rimJ	413502.SAMN14218530.GCA_011605625_01590	1.7039282366117048
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_14_holin_and_porin_systems	F3MU_14_U102_Outer_membrane_porins	F3MU_14_U102_Outer_membrane_porin_ompF	413502.SAMN14218530.GCA_011605625_01680	0.8563556859259857
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U040_pentoses_pentosides_MSF_symporters	F3MU_03_U040_L-arabinose_transporter_SP_family_araE	413502.SAMN14218530.GCA_011605625_02182	1.4049302585170504
specI_v4_00047	Cronobacter sakazakii	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D020_DNA_general_repair_systems	F3MD_04_D020_DNA_damage_SOS_response_regulator_lexA	413502.SAMN14218530.GCA_011605625_02352	1.6367783553659232
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_09_nucleotides_nucleosides_permeases	F3MU_09_U077_nucleotides_nucleosides_permeases	F3MU_09_U077_Adenine_guanine_hypoxanthine_permease_pduG	413502.SAMN14218530.GCA_011605625_02378	0.7383689025317387
specI_v4_00047	Cronobacter sakazakii	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W004_UDP-N-acetylglucosamine_1-carboxyvinyltransferase	F3MW_02_W004_UDP-N-acetylglucosamine_1-carboxyvinyltransferase_murA	413502.SAMN14218530.GCA_011605625_02972	0.7911095384268629
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_permease_protein_metI	413502.SAMN14218530.GCA_011605625_03378	0.508051997154866
specI_v4_00047	Cronobacter sakazakii	F3MN_amino_acid_nitrogen_metabolism	F3MN_10_aspartate_glutamate_catabolic_pathways	F3MN_10_N055_Glutamine_synthase	F3MN_10_N055_Glutamine_synthase_glnA	413502.SAMN14218530.GCA_011605625_03395	0.7069489492325158
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U024_PTS_system_alpha-glucoside_glvC	F3MU_01_U024_PTS_system_alpha-glucoside_IIB_component_glvC	413503.SAMN02641531.GCA_000504545_00019	0.6164489909819711
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T038_Proteasome_degradation_complex_hsl	F3MT_06_T038_Protease_subunit_of_the_proteasome-like_degradation_complex_hsl_hslV	413503.SAMN02641531.GCA_000504545_00131	0.938604537116617
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U048_G3P_ABC_transporter	F3MU_04_U048_sn-glycerol_3-phosphate_ABC_transport_system_substrate-binding_protein_ugpB	413503.SAMN02641531.GCA_000504545_00226	0.7551500139529146
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_15_glycogen_degradation	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein	F3MC_15_C090_Catabolic_glycogen_alpha-1-6_debranching_protein_GlgX_glgX	413503.SAMN02641531.GCA_000504545_00244	0.5034333426352764
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N120_Cytoplasmic_membrane_rhomboid_protease_glpG	F3MN_18_N120_Cytoplasmic_membrane_rhomboid_protease_glpG	413503.SAMN02641531.GCA_000504545_00252	1.199516267650839
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T031_Translation_elongation_factors	F3MT_05_T031_Elongation_factor_G_fusA	413503.SAMN02641531.GCA_000504545_00325	0.4712992994883438
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T031_Translation_elongation_factors	F3MT_05_T031_Elongation_factor_Tu_tuf	413503.SAMN02641531.GCA_000504545_00326	1.6823595247558605
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_02_Ribosome_biosynthesis	F3MT_02_T026_Ribosomal_proteins	F3MT_02_T026_Ribosomal_protein_rpsE	413503.SAMN02641531.GCA_000504545_00347	1.989616803229236
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_12_secretion_processes	F3MT_12_T051_Sec_protein_translocase_complexes	F3MT_12_T051_Sec_protein_translocase_complex_subunit_secY	413503.SAMN02641531.GCA_000504545_00349	0.7483468606740595
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_20_methionine_biosynthesis	F3MN_20_N140_Cobalamin-dependent_methionine_synthase_II	F3MN_20_N140_Cobalamin-dependent_methionine_synthase_II_metH	413503.SAMN02641531.GCA_000504545_00378	0.5411498471323818
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C002_Glucose-6-phosphate_isomerase	F3MC_01_C002_Glucose-6-phosphate_isomerase_pgi	413503.SAMN02641531.GCA_000504545_00389	0.6041200111623317
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_09_general_protein_chaperones	F3MT_09_T044_Efficient_protein_folding_complex_proteins	F3MT_09_T044_Protein_refolding_groL	413503.SAMN02641531.GCA_000504545_00461	0.6063248287213183
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_03_Ribosome_biosynthesis	F3MT_03_T027_Ribosome_assembly_proteins	F3MT_03_T027_23S_rRNA_50S_subunit_assembly_protein_rplI	413503.SAMN02641531.GCA_000504545_00508	2.215106707595216
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C013_Fructose-1-6-bisphosphatase	F3MC_02_C013_Fructose-1-6-bisphosphatase_fpb	413503.SAMN02641531.GCA_000504545_00548	0.9977958142320794
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_09_trehalose_catabolism	F3MC_09_C049_Trehalose-6-phosphate_hydrolase	F3MC_09_C049_Trehalose-6-phosphate_hydrolase_treA	413503.SAMN02641531.GCA_000504545_00567	1.7992744014762587
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U041_malate_citrate_lactate_carboxylate_MSF_symporters	F3MU_03_U041_L-malate_citrate_2-hydroxycarboxylate:Na+_symporter_maeN	413503.SAMN02641531.GCA_000504545_00606	0.7302549585478735
specI_v4_35762	Cronobacter malonaticus	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D018_DNA_oxydative_damage_repair_system_mut	F3MD_04_D018_DNA_glycosylase_mutY	413503.SAMN02641531.GCA_000504545_00616	0.4589309477061912
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N011_Arginine_decarboxylase	F3MN_03_N011_Arginine_decarboxylase_speA	413503.SAMN02641531.GCA_000504545_00696	0.5041972779048292
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C005_Fructose-bisphosphate_aldolase	F3MC_01_C005_Fructose-bisphosphate_aldolase_fbaA	413503.SAMN02641531.GCA_000504545_00703	0.4627660252636245
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U018_PTS_system_cellobiose_diacetylchitobiose_celABC	F3MU_01_U018_PTS_system_cellobiose_diacetylchitobiose_IIC_component_celB	413503.SAMN02641531.GCA_000504545_00751	0.7449910451553418
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase_bglA	413503.SAMN02641531.GCA_000504545_00752	0.6980378280237026
specI_v4_35762	Cronobacter malonaticus	F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B003_Phosphoribosylglycinamide_formyltransferase_1	F3MB_01_B003_Phosphoribosylglycinamide_formyltransferase_1_purN	413503.SAMN02641531.GCA_000504545_01043	0.7763224442506599
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_05_general_PTS_enzymes	F3MC_05_C030_Phosphotransferase_system_Enzyme_I	F3MC_05_C030_Phosphotransferase_system_Enzyme_I_ptsI	413503.SAMN02641531.GCA_000504545_01107	0.2884253525514604
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U072_aromatic_amino_acids_ABC_transporters	F3MU_08_U072_Histidine_ABC_transport_system_permease_protein_hisQ	413503.SAMN02641531.GCA_000504545_01258	1.4509432582501416
specI_v4_35762	Cronobacter malonaticus	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_I	F3MR_04_R031_NADH:ubiquinone_oxidoreductase_membrane_subunit_A_nuoA	413503.SAMN02641531.GCA_000504545_01280	1.107553353797608
specI_v4_35762	Cronobacter malonaticus	F3MR_redox	F3MR_04_respiratory_chain	F3MR_04_NADH_dehydrogenase_I	F3MR_04_R031_NADH:ubiquinone_oxidoreductase_membrane_subunit_N_nuoN	413503.SAMN02641531.GCA_000504545_01292	0.6836749097516099
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U095_ammonium_transport_systems	F3MU_11_U095_NH4+_transporter_amtB	413503.SAMN02641531.GCA_000504545_01394	1.496693721348119
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C022_6-phosphogluconate_dehydrogenase	F3MC_03_C022_6-phosphogluconate_dehydrogenase_NADP-dependent_gnd	413503.SAMN02641531.GCA_000504545_01462	0.7084563030688324
specI_v4_35762	Cronobacter malonaticus	F3MD_DNA_metabolism	F3MD_02_DNA_degradation	F3MD_02_D008_DNA_exonucleases	F3MD_02_D008_Exonuclease_sbcB	413503.SAMN02641531.GCA_000504545_01477	0.6753374108522
specI_v4_35762	Cronobacter malonaticus	F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M012_Flagellar_M_ring_protein	F3MM_01_M012_Flagellar_M_ring_protein_fliF	413503.SAMN02641531.GCA_000504545_01536	0.5819019371966417
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C019_6-phosphogluconate_dehydratase	F3MC_03_C019_6-phosphogluconate_dehydratase_edd	413503.SAMN02641531.GCA_000504545_01648	0.5501092816875537
specI_v4_35762	Cronobacter malonaticus	F3MB_nucleotide_metabolism	F3MB_02_adenine_biosynthesis	F3MB_02_B013_Phosphoribosylglycinamide_formyltransferase_2	F3MB_02_B013_Phosphoribosylglycinamide_formyltransferase_2_purT	413503.SAMN02641531.GCA_000504545_01650	0.8454605754180214
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N105_LD-carboxypeptidase_ldcA	F3MN_17_N105_LD-carboxypeptidase_ldcA	413503.SAMN02641531.GCA_000504545_01719	2.129910295764631
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_siderophore_complex_ABC_transport_system_outer-membrane_receptor_fhuA	413503.SAMN02641531.GCA_000504545_01723	0.4576666751229785
specI_v4_35762	Cronobacter malonaticus	F3MR_redox	F3MR_07_nitrate_reduction	F3MR_07_Quinol:nitrate_reductase_1	F3MR_07_R043_Quinol:nitrate_reductase_1_alpha_subunit_narG	413503.SAMN02641531.GCA_000504545_01768	0.2660256254117553
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U074_Urea_ABC_transporters	F3MU_08_U074_Urea_ABC_transport_system_permease_protein_urtB	413503.SAMN02641531.GCA_000504545_02024	0.6365249159756369
specI_v4_35762	Cronobacter malonaticus	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D019_DNA_UV_damage_repair_system_uvr	F3MD_04_D019_UV_damage_repair_endonuclease_uvsE	413503.SAMN02641531.GCA_000504545_02078	1.0223569419670229
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Bacterial_extracellular_oligopeptide-binding_ABC_transport_proteins_oppA	413503.SAMN02641531.GCA_000504545_02116	0.6672008155407277
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U068_spermidine_putrescine_ABC_transporters	F3MU_08_U068_Polyamine_ABC_transport_system_permease_protein_pamG	413503.SAMN02641531.GCA_000504545_02150	0.527406358951242
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N010_Succinylglutamate_desuccinylase	F3MN_02_N010_Succinylglutamate_desuccinylase_astE	413503.SAMN02641531.GCA_000504545_02348	1.0318820066437344
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N009_Succinylglutamate_semialdehyde_dehydrogenase	F3MN_02_N009_Succinylglutamate_semialdehyde_dehydrogenase_astD	413503.SAMN02641531.GCA_000504545_02350	0.6739675580918507
specI_v4_35762	Cronobacter malonaticus	F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Isocitrate_dehydrogenase	F3MP_10_P026_Isocitrate_dehydrogenase_NADP-dependent_TCA_cycle_step_4_icd	413503.SAMN02641531.GCA_000504545_02400	1.5936019479102277
specI_v4_35762	Cronobacter malonaticus	F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_type_2_pyrD1	413503.SAMN02641531.GCA_000504545_02589	0.492976270236324
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U091_sulfate_sulfonate_ABC_transport_systems	F3MU_11_U091_Sulfonate_ABC_transport_system_substrate-binding_protein_ssuA	413503.SAMN02641531.GCA_000504545_02591	1.025512364627415
specI_v4_35762	Cronobacter malonaticus	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase_bglA	413503.SAMN02641531.GCA_000504545_02729	1.4321810609451828
specI_v4_35762	Cronobacter malonaticus	F3MF_cofactors_metabolism	F3MF_06_biotin_biosynthesis	F3MF_06_F051_Biotin_synthase	F3MF_06_F051_Biotin_synthase_bioB	413503.SAMN02641531.GCA_000504545_02752	0.478769461295796
specI_v4_35762	Cronobacter malonaticus	F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_2-oxoglutarate_dehydrogenase	F3MP_10_P027_2-oxoglutarate_dehydrogenase_complex_dihydrolipoyllysine-residue_succinyltransferase_TCA_cycle_step_5_sucB	413503.SAMN02641531.GCA_000504545_02794	1.628754932055306
specI_v4_35762	Cronobacter malonaticus	F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Citrate_synthase	F3MP_10_P024_Citrate_synthase_TCA_cycle_step_1_gltA	413503.SAMN02641531.GCA_000504545_02800	1.5490256696470044
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_10_aspartate_glutamate_catabolic_pathways	F3MN_10_N052_Asparagine_synthase	F3MN_10_N052_Asparagine_synthase_asnB1	413503.SAMN02641531.GCA_000504545_02836	1.7960324656177429
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T039_Stress_induced_ATP-dependent_Clp_protease	F3MT_06_T039_Clp_protease_component_P_clpP	413503.SAMN02641531.GCA_000504545_03016	1.5974327218234732
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_ATP-binding_protein_metN	413503.SAMN02641531.GCA_000504545_03121	0.9743871147779544
specI_v4_35762	Cronobacter malonaticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_25_proline_biosynthesis	F3MN_25_N166_Glutamate-5-semialdehyde_dehydrogenase	F3MN_25_N166_Glutamate-5-semialdehyde_dehydrogenase_proA	413503.SAMN02641531.GCA_000504545_03273	1.5897895030587677
specI_v4_35762	Cronobacter malonaticus	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_ATP-binding_protein_metN	413503.SAMN02641531.GCA_000504545_03305	0.3219631842434907
specI_v4_35762	Cronobacter malonaticus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_III_alpha_subunit_dnaE	413503.SAMN02641531.GCA_000504545_03322	0.2861894971053251
specI_v4_35762	Cronobacter malonaticus	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T032_Ribosome_recycling_factor	F3MT_05_T032_Ribosome_recycling_factor_frr	413503.SAMN02641531.GCA_000504545_03334	1.7863763770929162
