specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_02_riboflavin_biosynthesis	F3MF_02_F020_Riboflavin_synthase	F3MF_02_F020_Riboflavin_synthase_ribE	1583.SAMN14219528.GCA_016466195_02237	27.152046740474013
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_02_riboflavin_biosynthesis	F3MF_02_F017_Fused_diaminohydroxyphosphoribosylaminopyrimidine_deaminase_5-amino-6-5-phosphoribosylamino_uracil_reductase	F3MF_02_F017_Fused_diaminohydroxyphosphoribosylaminopyrimidine_deaminase_5-amino-6-5-phosphoribosylamino_uracil_reductase_ribD	1583.SAMN14219528.GCA_016466195_02238	18.28422503000301
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N091_Peptidase_C1-like_family_C_pepC	F3MN_17_N091_Peptidase_C1-like_family_C_pepC	1583.SAMN14219528.GCA_016466195_02240	23.191640475841183
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_22_ribose_nuclotide_catabolism	F3MC_22_C127_Inosine-uridine_preferring_nucleoside_hydrolase	F3MC_22_C127_Inosine-uridine_preferring_nucleoside_hydrolase_iunH	1583.SAMN14219528.GCA_016466195_02241	25.01252899807199
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P002_D-lactate_dehydrogenase_ldhD	1583.SAMN14219528.GCA_016466195_02242	20.892072555237263
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_20_methionine_biosynthesis	F3MN_20_N142_Homocysteine_S-methyltransferase	F3MN_20_N142_O-acetyl-L-homoserine_sulfhydrolase_metY	1583.SAMN14219528.GCA_016466195_02248	21.91032400967304
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_07_DNA_competence_system	F3MD_05_D029_DNA_competence_complex_com	F3MD_05_D029_Competence_protein_comFC	1583.SAMN14219528.GCA_016466195_02250	61.71740324661727
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_07_DNA_competence_system	F3MD_05_D029_DNA_competence_complex_com	F3MD_05_D029_Competence_DEAD-like_helicases_superfamily_comFA	1583.SAMN14219528.GCA_016466195_02251	38.22337498493873
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Oligopeptide_ABC_transport_systems_permease_components_oppC	1583.SAMN14219528.GCA_016466195_02269	6.599030338462538
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Oligopeptide_ABC_transport_systems_permease_components_oppB	1583.SAMN14219528.GCA_016466195_02270	7.266693952733133
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Oligopeptide_ABC_transport_systems_ATP-binding_component_oppF	1583.SAMN14219528.GCA_016466195_02271	7.292733608386682
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Oligopeptide_ABC_transport_systems_ATPase_component_oppD	1583.SAMN14219528.GCA_016466195_02272	15.96473302771327
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_02_DNA_degradation	F3MD_02_D011_single_stranded_DNA_exonucleases	F3MD_02_D011_single-stranded-DNA-specific_exonuclease_RecJ_recJ	1583.SAMN14219529.GCA_016466175_00444	0.8983029311849033
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N001_Arginine_deiminase	F3MN_01_N001_Arginine_deiminase_arcA	1583.SAMN14219529.GCA_016466175_00474	4.122407024060576
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_05_panthotenate_CoenzymeA_biosynthesis	F3MF_05_F041_Pantothenate_kinase	F3MF_05_F041_Type_I_pantothenate_kinase_pantetheine_kinase_coaA	1583.SAMN14219529.GCA_016466175_00486	9.920062190162117
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_3-methyladenine_DNA_glycosylase_tag	1583.SAMN14219529.GCA_016466175_00510	15.574969037778864
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N090_Xaa-Pro_dipeptidyl-peptidase_X_pepX	F3MN_17_N090_Xaa-Pro_dipeptidyl-peptidase_X_pepX	1583.SAMN14219529.GCA_016466175_00529	9.206185872302454
specI_v4_00234	Weissella confusa	F3MS_cell_division_and_shape	F3MS_04_chromosome_partitioning	F3MS_04_S015_Chromosome_partitioning_proteins	F3MS_04_S015_Chromosome_partitioning_protein_parA	1583.SAMN14219529.GCA_016466175_00766	38.76436738291629
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N126_CAAX_amino_terminal_protease_family	F3MN_18_N126_CAAX_amino_terminal_protease_family	1583.SAMN14219529.GCA_016466175_00785	22.9162922964456
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN14219529.GCA_016466175_02187	3.33098753021837
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN14219532.GCA_016466065_00128	8.104048930226401
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W022_Glycerol-3-phosphate_cytidylyltransferase	F3MW_04_W022_Glycerol-3-phosphate_cytidylyltransferase_tagD	1583.SAMN14219532.GCA_016466065_00247	4.922459350211591
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_subunit_tagH	1583.SAMN14219532.GCA_016466065_00276	5.191656345926288
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase_aroA	1583.SAMN14219532.GCA_016466065_00378	10.379236648376134
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase_tagE	1583.SAMN14219532.GCA_016466065_00386	5.330470686726456
specI_v4_00234	Weissella confusa	F3MT_translation_and_posttranslation_processes	F3MT_08_chaperones_of_membrane_proteins	F3MT_08_T042_chaperones_of_membrane_proteins	F3MT_08_T042_Membrane_protease_subunits_stomatin_prohibitin_homolog_hflC	1583.SAMN14219533.GCA_016466085_00913	46.15946803186784
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_deoxyribonuclease_activity_hsdR	1583.SAMN14219533.GCA_016466085_01507	2.1773657020922834
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U087_manganese_ABC_transport_systems	F3MU_11_U087_Manganese_ABC_transport_system_substrate-binding_protein_mntA1	1583.SAMN14219534.GCA_016466095_01144	9.545064131683787
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U087_manganese_ABC_transport_systems	F3MU_11_U087_Manganese_ABC_transport_system_permease_protein_mntB1	1583.SAMN14219534.GCA_016466095_01145	1.4052660533799373
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_07_folate_tetrahydrofolate_biosynthesis	F3MF_07_F057_Folylpolyglutamate_synthase	F3MF_07_F057_Folylpolyglutamate_synthase_folC	1583.SAMN14219534.GCA_016466095_01147	2.307402820411683
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D001_DNA_replication_initiation_proteins	F3MD_01_D001_DNA_replication_initiation_protein_dnaA	1583.SAMN14219534.GCA_016466095_01905	42.19250871609936
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_tagI	1583.SAMN14219534.GCA_016466095_02023	1.4199401971764207
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N196_Histidinol-phosphate_phosphatase	F3MN_30_N196_Histidinol-phosphate_phosphatase_hisK	1583.SAMN14219534.GCA_016466095_02083	5.933321538201471
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_15_glycogen_degradation	F3MC_15_C088_Catabolic_glycogen_maltodextrin_alpha-1-4-phosphorylase	F3MC_15_C088_Catabolic_glycogen_maltodextrin_alpha-1-4-phosphorylase_glgP	1583.SAMN14219535.GCA_016465945_01843	43.01208552438943
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D022_DNA_recombinases	F3MD_05_D022_Recombinase_zinc_beta_ribbon_domain_int	1583.SAMN14219536.GCA_016466005_00941	3.8635582109218887
specI_v4_00234	Weissella confusa	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T039_Stress_induced_ATP-dependent_Clp_protease	F3MT_06_T039_ATP-dependent_Clp_protease_ATP-binding_subunit_clpC	1583.SAMN14219538.GCA_016465965_02141	1.025512364627415
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U036_hexuronate:cation_MSF_symporters	F3MU_03_U036_Gluconate:H+_symporter_gntP	1583.SAMN14219539.GCA_016465935_00148	23.875401638750837
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N181_Shikimate_kinase	F3MN_28_N181_Shikimate_kinase_aroL_aroK	1583.SAMN14219539.GCA_016465935_00199	21.600237088395765
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N116_Broad_specificity_carboxypeptidase_ypwA	F3MN_17_N116_Broad_specificity_carboxypeptidase_ypwA	1583.SAMN14219539.GCA_016465935_00287	34.38996107743427
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_tagI	1583.SAMN14219539.GCA_016465935_02136	2.8039325412597678
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN14219540.GCA_016465865_01555	0.7911095384268629
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P079_D-lactate_dehydrogenase_quinone-dependent_membrane-binding_dld	1583.SAMN14219540.GCA_016465865_02208	19.64134026439108
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C152_Starch_pullulanase	F3MC_11_C152_Starch_pullulanase_pulA	1583.SAMN14219541.GCA_016465875_00828	0.2881752004677211
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N125_Phage_prohead_protease_GK97-family	F3MN_18_N125_Phage_prohead_protease_GK97-family	1583.SAMN14219542.GCA_016465835_00002	16.438054644846105
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N101_Methionine_Aminopeptidase_map	F3MN_17_N101_Methionine_Aminopeptidase_map	1583.SAMN14219542.GCA_016465835_00179	10.18439865561019
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase_tagE	1583.SAMN14219542.GCA_016465835_00270	5.858594566687599
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D025_DNA_recombination_and_repair_helicases	F3MD_05_D025_DNA-dependent_ATPase_and_ATP-dependent_helicase_recD2	1583.SAMN14219542.GCA_016465835_01479	13.561877801603364
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C135_Beta-xylosidase	F3MC_24_C135_Beta-xylosidase_xynB	1583.SAMN14219542.GCA_016465835_01673	32.4981928433025
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN14219542.GCA_016465835_02178	0.4102049458509659
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U054_agmatine_cadaverine_purtrescine_permeases	F3MU_05_U054_Multiple_basic_amino_acid_polyamine_antiporter_APA_family_baaP	1583.SAMN14219542.GCA_016465835_02181	1.3534256869217207
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_3-methyladenine_DNA_glycosylase_tag	1583.SAMN14219543.GCA_016465895_00718	18.459222563293466
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C133_Xylose_isomerase	F3MC_24_C133_Xylose_isomerase_xylA	1583.SAMN14219543.GCA_016465895_00754	19.31756990882457
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN14219543.GCA_016465895_01058	25.55892354917557
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D025_DNA_recombination_and_repair_helicases	F3MD_05_D025_DNA-dependent_ATPase_and_ATP-dependent_helicase_recD2	1583.SAMN14219543.GCA_016465895_01265	30.17038027443956
specI_v4_00234	Weissella confusa	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_protease_lon1	1583.SAMN14219543.GCA_016465895_02228	2.330056144034238
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN15393800.GCA_015594935_02029	3.651274792739368
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_Restriction_endonuclease_mrr	1583.SAMN15393800.GCA_015594935_02033	2.2004371267502147
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN15393800.GCA_015594935_02148	1.6738841619107427
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U095_ammonium_transport_systems	F3MU_11_U095_NH4+_transporter_amtB	1583.SAMN15393801.GCA_015594955_00417	4.91033506609777
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N085_Aminopeptidase_N_pepN	F3MN_17_N085_Aminopeptidase_N_pepN	1583.SAMN15393801.GCA_015594955_01603	84.91095741871787
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_24_xylose_xyloside_catabolism	F3MC_24_C136_Alpha-xylosidase	F3MC_24_C136_Alpha-xylosidase_xylQ-xylS	1583.SAMN15393801.GCA_015594955_01670	44.68560885445943
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_02_RNA_degradation_and_turnover	F3MA_02_R009_RNA_maturation_recycling_proteins	F3MA_02_R009_rRNA_mRNA_maturation_and_decay_protein_rnjA	1583.SAMN15532707.GCA_015548055_00007	3.5515564536581787
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D025_DNA_recombination_and_repair_helicases	F3MD_05_D025_DNA-dependent_ATPase_and_ATP-dependent_helicase_recD2	1583.SAMN15532707.GCA_015548055_00028	7.484056219372407
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_18_proteins_catabolic_pathways	F3MN_18_N126_CAAX_amino_terminal_protease_family	F3MN_18_N126_CAAX_amino_terminal_protease_family	1583.SAMN15532707.GCA_015548055_00030	2.7013496434088
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C027_Ribose-5-phosphate_isomerase	F3MC_04_C027_Ribose-5-phosphate_isomerase_rpiA	1583.SAMN15532707.GCA_015548055_00088	16.558051093502478
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D020_DNA_general_repair_systems	F3MD_04_D020_DNA_damage_SOS_response_regulator_lexA	1583.SAMN15532707.GCA_015548055_00212	4.724161224729135
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_02_DNA_degradation	F3MD_02_D011_single_stranded_DNA_exonucleases	F3MD_02_D011_single-stranded-DNA-specific_exonuclease_RecJ_recJ	1583.SAMN15532707.GCA_015548055_00215	4.320754306102502
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_permease_subunit_tagG	1583.SAMN15532707.GCA_015548055_00225	1.8855298485035508
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_subunit_tagH	1583.SAMN15532707.GCA_015548055_00226	4.505167579965487
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N101_Methionine_Aminopeptidase_map	F3MN_17_N101_Methionine_Aminopeptidase_map	1583.SAMN15532707.GCA_015548055_00233	11.457448487561464
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_04_rRNA_modifications	F3MA_04_R015_rRNA_pseudouridine_synthase	F3MA_04_R015_Pseudouridine_synthase_rluD	1583.SAMN15532707.GCA_015548055_00251	2.2299731955656537
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_05_panthotenate_CoenzymeA_biosynthesis	F3MF_05_F041_Pantothenate_kinase	F3MF_05_F041_Type_I_pantothenate_kinase_pantetheine_kinase_coaA	1583.SAMN15532707.GCA_015548055_00256	21.730809676882718
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_DNA_helicase_helD	1583.SAMN15532707.GCA_015548055_00257	14.589533804106232
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_14_glycogen_synthesis	F3MC_14_C086_Glucose-1-phosphate_adenylyltransferase_ADP-glucose_pyrophosphorylase	F3MC_14_C086_Glucose-1-phosphate_adenylyltransferase_ADP-glucose_pyrophosphorylase_glgC	1583.SAMN15532707.GCA_015548055_00282	29.99190523082919
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U090_phosphate_phosphonate_ABC_transport_systems	F3MU_11_U090_Phosphate_ABC_transport_system_substrate-binding_protein_pstS	1583.SAMN15532707.GCA_015548055_00369	26.46265721703904
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_12_NANA_catabolism	F3MC_12_C066_N-acetylneuraminate_epimerase	F3MC_12_C066_N-acetylneuraminate_epimerase_nanM	1583.SAMN15532707.GCA_015548055_00391	36.0288440391993
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_16_uronate_catabolism	F3MC_16_C094_2-dehydro-3-deoxygluconokinase	F3MC_16_C094_2-dehydro-3-deoxygluconokinase_kdgK	1583.SAMN15532707.GCA_015548055_00393	12.307990199726474
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_26_formaldehyde_assimilation	F3MC_26_C162_3-hexulose-6-phosphate_synthase	F3MC_26_C162_3-hexulose-6-phosphate_synthase_hxlA	1583.SAMN15532707.GCA_015548055_00394	30.91594409721714
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_26_formaldehyde_assimilation	F3MC_26_C163_6-phospho_3-hexuloisomerase	F3MC_26_C163_6-phospho_3-hexuloisomerase_hlxB	1583.SAMN15532707.GCA_015548055_00395	32.6975747424805
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Gycerate_2-kinase	F3MP_12_P040_Gycerate_2-kinase_garK	1583.SAMN15532707.GCA_015548055_00429	6.136839163522367
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_23_arabinose_catabolism	F3MC_23_C132_L-ribulose-5-phosphate_4-epimerase	F3MC_23_C132_L-ribulose-5-phosphate_4-epimerase_araD	1583.SAMN15532707.GCA_015548055_00467	1.390234335310805
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N100_Proline_iminopeptidase_R_pepR	F3MN_17_N100_Proline_iminopeptidase_R_pepR	1583.SAMN15532707.GCA_015548055_00487	12.215975575632717
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N104_D-alanyl-D-alanine_carboxypeptidase_dacA	F3MN_17_N104_D-alanyl-D-alanine_carboxypeptidase_dacA	1583.SAMN15532707.GCA_015548055_00746	31.052897770026394
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U088_zinc_ABC_transport_systems	F3MU_11_U088_Zinc_manganese_ABC_transport_system_permease_protein_mntB2	1583.SAMN15532707.GCA_015548055_00823	3.951414413459149
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U035_glucose_mannose:cation_MSF_symporters	F3MU_03_U035_D-glucose_D-mannose:H+_symporter_FHS_family_glcP	1583.SAMN15532707.GCA_015548055_01196	6.889190433957939
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U008_PTS_system_fructose_fruABC	F3MU_01_U008_PTS_system_fructose_IIABC_component_fruABC	1583.SAMN15532707.GCA_015548055_01316	12.222429670187882
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C038_1-phosphofructokinase	F3MC_07_C038_1-phosphofructokinase_pfkB_fruK	1583.SAMN15532707.GCA_015548055_01317	11.188666584849454
specI_v4_00234	Weissella confusa	F3MS_cell_division_and_shape	F3MS_04_chromosome_partitioning	F3MS_04_S015_Chromosome_partitioning_proteins	F3MS_04_S015_Chromosome_partitioning_protein_parA	1583.SAMN15532707.GCA_015548055_01380	1.2444419705591103
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B001_Amidophosphoribosyltransferase	F3MB_01_B001_Amidophosphoribosyltransferase_purF	1583.SAMN15532707.GCA_015548055_01435	8.833208618736379
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase_bglA	1583.SAMN15532707.GCA_015548055_01537	23.05105899483789
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_bacterial-type_proximal_promoter_sequence-specific_DNA_binding_relB	1583.SAMN15532707.GCA_015548055_01604	71.19985845841767
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U041_malate_citrate_lactate_carboxylate_MSF_symporters	F3MU_03_U041_L-malate_citrate_2-hydroxycarboxylate:Na+_symporter_maeN	1583.SAMN15532707.GCA_015548055_01646	41.59323632848721
specI_v4_00234	Weissella confusa	F3MR_redox	F3MR_01_peroxides_metabolism	F3MR_01_Hydrogen_peroxide_peroxidase	F3MR_01_R006_Non-heme_chloroperoxidase_Type_II_cpo	1583.SAMN15532707.GCA_015548055_01647	31.908807532940013
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_Citrate_lyase_alpha_subunit_citrate_catabolism_citF	1583.SAMN15532707.GCA_015548055_01649	28.219185061158864
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_Citrate_lyase_beta_subunit_citrate_catabolism_citE	1583.SAMN15532707.GCA_015548055_01650	23.918274697107723
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_citrate_pro-3S-lyase_ligase_citrate_lyase_synthetase_type_1_citrate_catabolism_citC	1583.SAMN15532707.GCA_015548055_01652	11.18681598704723
