main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	food_microbiome_COG_KO
F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N194_Imidazole_glycerol-phosphate_dehydratase	F3MN_30_N194_Imidazole_glycerol-phosphate_dehydratase_hisB	COG0131_K01693
F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N195_Histidinol-phosphate_aminotransferase	F3MN_30_N195_Histidinol-phosphate_aminotransferase_hisC	COG0079_K00817
F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N196_Histidinol-phosphate_phosphatase	F3MN_30_N196_Histidinol-phosphate_phosphatase_hisK	COG1387_K04486
F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N197_Histidinol_dehydrogenase	F3MN_30_N197_Histidinol_dehydrogenase_hisD	COG0141_K00013
F3MN_amino_acid_nitrogen_metabolism	F3MN_31_glutathione_biostnthesis	F3MN_31_N198_Glutamate-cysteine_ligase	F3MN_31_N198_Glutamate-cysteine_ligase_gshA	COG2918_K01919
F3MN_amino_acid_nitrogen_metabolism	F3MN_31_glutathione_biostnthesis	F3MN_31_N199_Glutathione_synthetase	F3MN_31_N199_Glutathione_synthetase_gshB	COG0189_K01920
F3MN_amino_acid_nitrogen_metabolism	F3MN_31_glutathione_biostnthesis	F3MN_31_N200_Bifunctional_glutamate-cysteine_synthase_gluthatione_synthetase	F3MN_31_N200_Bifunctional_glutamate-cysteine_synthase_gluthatione_synthetase_gshF	COG1181_K01919_K16786_K16787
F3MN_amino_acid_nitrogen_metabolism	F3MN_32_urea_degradation	F3MN_32_N201_Urease	F3MN_32_N201_Urease_alpha_subunit_ureC	COG0804_K01428_*
F3MN_amino_acid_nitrogen_metabolism	F3MN_32_urea_degradation	F3MN_32_N201_Urease	F3MN_32_N201_Urease_beta_subunit_ureB	COG0832_K01429_*
F3MN_amino_acid_nitrogen_metabolism	F3MN_32_urea_degradation	F3MN_32_N201_Urease	F3MN_32_N201_Urease_gamma_subunit_ureA	COG0831_K01430_*
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N228_S-adenosylmethionine_synthetase	F3MN_33_N228_S-adenosylmethionine_synthetase_metK	COG0192_K00789  
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N228_S-adenosylmethionine_synthetase	F3MN_33_N228_S-adenosylmethionine_synthetase_metK	COG1812_K00789  
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N202_5-deoxy-D_ribose_kinase	F3MN_33_N202_5-deoxy-D_ribose_kinase_mtnK	COG4857_K00899
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N203_5-deoxyribose-1-phosphate_isomerase	F3MN_33_N203_5-deoxyribose-1-phosphate_isomerase_mtnA	COG0182_K08963
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N204_5-deoxyadenosine_nucleosidase	F3MN_33_N204_5-deoxyadenosine_nucleosidase_mtnN	COG0775_K01243
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N205_Methylthioribulose-1-phosphate_dehydratase	F3MN_33_N205_Methylthioribulose-1-phosphate_dehydratase_mtnB	COG0235_K08964
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N206_Acireductone_dioxygenase_ironII-requiring-	F3MN_33_N206_Acireductone_dioxygenase_ironII-requiring_mtnD	COG1791_K08967
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N207_Kynurenine-oxoglutarate_transaminase_I	F3MN_33_N207_Kynurenine-oxoglutarate_transaminase_I_mtnE	COG0436_K08969
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N208_Acireductone_synthase	F3MN_33_N208_Acireductone_synthase_mtnC	COG4229_K09880
F3MN_amino_acid_nitrogen_metabolism	F3MN_33_methionine_salvage_pathway	F3MN_33_N209_2-oxoglutaramate_amidase	F3MN_33_N209_2-oxoglutaramate_amidase_mtnU	COG0388_K13566
F3MN_amino_acid_nitrogen_metabolism	F3MN_34_histidine_imidazole_catabolic_pathway	F3MN_34_N215_Histidine-ammonia_lyase	F3MN_34_N215_Histidine-ammonia_lyase_hutH	COG2986_K01746
F3MN_amino_acid_nitrogen_metabolism	F3MN_34_histidine_imidazole_catabolic_pathway	F3MN_34_N216_Imidazolone-5-propionate_hydrolase	F3MN_34_N216_Imidazolone-5-propionate_hydrolase_hutI	COG1228_K01468
F3MN_amino_acid_nitrogen_metabolism	F3MN_34_histidine_imidazole_catabolic_pathway	F3MN_34_N217_Formiminoglutamate_formiminohydrolase	F3MN_34_N217_Formiminoglutamate_formiminohydrolase_hutG	COG3741_K01479_*
F3MN_amino_acid_nitrogen_metabolism	F3MN_34_histidine_imidazole_catabolic_pathway	F3MN_34_N217_Formiminoglutamate_formiminohydrolase	F3MN_34_N217_Formiminoglutamate_formiminohydrolase_hutG	COG0010_K01479_*
F3MN_amino_acid_nitrogen_metabolism	F3MN_34_histidine_imidazole_catabolic_pathway	F3MN_34_N218_Urocanase	F3MN_34_N218_Urocanase_hutU	COG2987_K01712
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P002_D-lactate_dehydrogenase_ldhD	COG1052_K03778
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P079_D-lactate_dehydrogenase_quinone-dependent_membrane-binding_dld	COG0277_K03777
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_Lactate_racemase	F3MP_01_P003_Cofactor_biosynthetic_pathway_of_the_lactate_racemase_complex_subunit_B_larB	COG1691_K06898
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_Lactate_racemase	F3MP_01_P003_Cofactor_biosynthetic_pathway_of_the_lactate_racemase_complex_subunit_C_larC	COG1641_K09121
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_Lactate_racemase	F3MP_01_P003_Cofactor_biosynthetic_pathway_of_the_lactate_racemase_complex_subunit_E_larE	COG1606_K06864
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_Lactate_racemase	F3MP_01_P003_Lactate_racemase_A_larA	COG3875_K22373
F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_L-lactate_dehydrogenase	F3MP_01_P001_L-lactate_dehydrogenase_ldhL	COG0039_K00016
F3MP_pyruvate_dissimilation	F3MP_02_lactate_degradation_to_pyruvate	F3MP_02_L_Lactate_oxidase	F3MP_01_P073_Respiratory_chain_coupled_L-lactate_oxidase_lldD	COG1304_K00101_*
F3MP_pyruvate_dissimilation	F3MP_02_lactate_degradation_to_pyruvate	F3MP_02_L_Lactate_oxidase	F3MP_02_P004_FMN-dependent_L_lactate_oxidase_loxL	COG1304_K10530
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Acetate_kinase	F3MP_03_P009_Acetate_kinase_ackA	COG0282_K00925
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_L-lactate_2-monooxygenase	F3MP_03_P005_L-lactate_2-monooxygenase_lctO	COG1304_K00467_*
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Phosphate_acetyltransferase	F3MP_03_P008_Phosphate_acetyltransferase_pta	COG0280_K00625
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_cytochrome_bo_oxidase	F3MP_03_P007_Quinone-dependent_cytb0_Pyruvate_dehydrogenase_oxidase_poxB	COG0028_K00156
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_dehydrogenase	F3MP_03_P010_Pyruvate_dehydrogenase_decarboxylating_component_E1_aceE_	COG2609_K00163
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_dehydrogenase	F3MP_03_P010_Pyruvate_dehydrogenase_dihydrolipoamide_acetyltransferase_E2_subunit_pdhC_AcoC_acEF	COG0508_K00627
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_dehydrogenase	F3MP_03_P010_Pyruvate_dehydrogenase_dihydrolipoyl_dehydrogenase_E3_subunit_pdhD_AcoL	COG1249_K00382
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_dehydrogenase	F3MP_03_P010_Pyruvate_dehydrogenase_E1_alpha_subunit_pdhA	COG1071_K00161
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_dehydrogenase	F3MP_03_P010_Pyruvate_dehydrogenase_E1_beta_subunit_pdhB	COG0022_K00162
F3MP_pyruvate_dissimilation	F3MP_03_acetate_production	F3MP_03_Pyruvate_oxidase	F3MP_03_P006_Pyruvate_oxidase_poxL	COG0028_K00158
F3MP_pyruvate_dissimilation	F3MP_04_acetoin_production	F3MP_04_Alpha-acetolactate_decarboxylase	F3MP_04_P012_Alpha-acetolactate_decarboxylase_anaerobiosis_budA	COG3527_K01575
F3MP_pyruvate_dissimilation	F3MP_04_acetoin_production	F3MP_04_Alpha-acetolactate_synthase	F3MP_04_P011_Alpha-acetolactate_synthase_als_ilvB	COG0028_K01652_*
F3MP_pyruvate_dissimilation	F3MP_05_2-3-butanediol_production	F3MP_05_2-3-butanediol_dehydrogenase	F3MP_05_P014_Zinc-dependent_RR-butanediol_dehydrogenase_bdhA	COG1063_K00004_*
F3MP_pyruvate_dissimilation	F3MP_05_2-3-butanediol_production	F3MP_05_Diacetyl_reductase	F3MP_05_P013_Diacetyl_reductase_S-acetoin_forming_aerobiosis_budC	COG1028_K03366
F3MP_pyruvate_dissimilation	F3MP_06_primary_alcohol_production	F3MP_06_Butanol_dehydrogenase	F3MP_06_P017_Butanol_dehydrogenase_NADH-dependent_bdhJ	COG1979_*
F3MP_pyruvate_dissimilation	F3MP_06_primary_alcohol_production	F3MP_06_Butanol_dehydrogenase	F3MP_06_P018_Iron-containing_butanol_dehydrogenase_bdhB	COG1454_K00100_*
F3MP_pyruvate_dissimilation	F3MP_06_primary_alcohol_production	F3MP_06_Ethanol_dehydrogenase	F3MP_06_P015_Bifunctional_alcohol-acetaldehyde_dehydrogenase_adhE	COG1012_K04072
F3MP_pyruvate_dissimilation	F3MP_06_primary_alcohol_production	F3MP_06_Propanol_dehydrogenase	F3MP_06_P016_Iron-containing_primary_alcohol_dehydrogenase_1-propanol_preferring_adhP	COG1064_K13953_*
F3MP_pyruvate_dissimilation	F3MP_07_formate_production	F3MP_07_Pyruvate_formate_lyase	F3MP_07_P019_Pyruvate_formate_lyase_activating_enzyme_pflA	COG1180_K04069
F3MP_pyruvate_dissimilation	F3MP_07_formate_production	F3MP_07_Pyruvate_formate_lyase	F3MP_07_P019_Pyruvate_formate_lyase_pflB	COG1882_K00656
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Carbonic_anhydrase	F3MP_08_P022_Carbonic_anhydrase_CanA	COG3338_K01674
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Carbonic_anhydrase	F3MP_08_P022_Cyanate_inducible_carbonic_anhydrase_CynT	COG0288_K01673
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Phosphoenolpyruvate_carboxylase	F3MP_08_P021_Phosphoenolpyruvate_carboxylase_ppcA_Bacilli	COG1892_K01595
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Phosphoenolpyruvate_carboxylase	F3MP_08_P021_Phosphoenolpyruvate_carboxylase_ppcA	COG2352_K01595
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Pyruvate_carboxylase	F3MP_08_P020_Pyruvate_carboxylase_subunit_A_pycA	COG1038_K01958
F3MP_pyruvate_dissimilation	F3MP_08_CO2_fixation	F3MP_08_Pyruvate_carboxylase	F3MP_08_P020_Pyruvate_carboxylase_subunit_B_pycB	COG0511_K01960
F3MP_pyruvate_dissimilation	F3MP_09_succinate_production	F3MP_09_Anaerobic_fumarate_reductase	F3MP_09_P023_Fumarate_reductase_anaerobic_catalytic_and_NAD_flavoprotein_subunit_frdA	COG1053_K00244
F3MP_pyruvate_dissimilation	F3MP_09_succinate_production	F3MP_09_Anaerobic_fumarate_reductase	F3MP_09_P023_Fumarate_reductase_anaerobic_Fe-S_subunit_frdB	COG0479_K00245
F3MP_pyruvate_dissimilation	F3MP_09_succinate_production	F3MP_09_Anaerobic_fumarate_reductase	F3MP_09_P023_Fumarate_reductase_anaerobic_membrane_anchor_subunit_frdC	COG3029_K00246
F3MP_pyruvate_dissimilation	F3MP_09_succinate_production	F3MP_09_Anaerobic_fumarate_reductase	F3MP_09_P023_Fumarate_reductase_anaerobic_membrane_anchor_subunit_frdD	COG3080_K00247
F3MP_pyruvate_dissimilation	F3MP_09_succinate_production	F3MP_09_Anaerobic_fumarate_reductase	F3MP_09_P023_Fumarate_reductase_cytoplasmic_NADH:fumarate_flavoprotein_oxidoreductase_frd	COG1053_K05898
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_2-oxoglutarate_dehydrogenase	F3MP_10_P027_2-oxoglutarate_dehydrogenase_complex_decarboxylase_thiamin-requiring_subunit_TCA_cycle_step_5_sucA	COG0567_K00164
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_2-oxoglutarate_dehydrogenase	F3MP_10_P027_2-oxoglutarate_dehydrogenase_complex_dihydrolipoyllysine-residue_succinyltransferase_TCA_cycle_step_5_sucB	COG0508_K00658
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Aconitate_hydratase	F3MP_10_P025_Aconitate_hydratase_1_TCA_cycle_step_2_and_3_acnA	COG1048_K01681
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Aconitate_hydratase	F3MP_10_P025_Bifunctional_aconitate_hydratase_2_and_2-methylisocitrate_dehydratase_TCA_cycle_step_2_and_3_acnB	COG1049_K01682
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Citrate_synthase	F3MP_10_P024_Citrate_synthase_TCA_cycle_step_1_gltA	COG0372_K01647
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Fumarate_hydratase	F3MP_10_P030_Fumarate_hydratase_Fumarase_A_aerobic_class_I_TCA_cycle_step_8_fumA	COG1838_K01676
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Fumarate_hydratase	F3MP_10_P030_Fumarate_hydratase_Fumarase_C_aerobic_class_II_TCA_cycle_step_8_fumC	COG0114_K01679
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Isocitrate_dehydrogenase	F3MP_10_P026_Isocitrate_dehydrogenase_NADP-dependent_TCA_cycle_step_4_icd	COG0538_K00031
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_L-Malate_dehydrogenase_FAD-dependent	F3MP_10_P031_L-Malate_dehydrogenase_FAD-dependent_quinone_oxidoreductase_TCA_cycle_step_9_mqo	COG0579_K00116
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinate_dehydrogenase	F3MP_10_P029_Succinate_dehydrogenase_cytochrome_b556_subunit_TCA_cycle_step_7_sdhC	COG2009_K00241
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinate_dehydrogenase	F3MP_10_P029_Succinate_dehydrogenase_flavoprotein_subunit_TCA_cycle_step_7_sdhA	COG1053_K00239
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinate_dehydrogenase	F3MP_10_P029_Succinate_dehydrogenase_iron-sulfur_subunit_TCA_cycle_step_7_sdhB	COG0479_K00240
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinate_dehydrogenase	F3MP_10_P029_Succinate_dehydrogenase_membrane_subunit_binds_cytochrome_b556_TCA_cycle_step_7_sdhD	COG2142_K00242
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinyl-CoA_synthetase	F3MP_10_P028_Succinyl-CoA_ligase_ADP-forming_TCA_cycle_step_6_sucC	COG0045_K01903
F3MP_pyruvate_dissimilation	F3MP_10_TCA_cycle	F3MP_10_Succinyl-CoA_synthetase	F3MP_10_P028_Succinyl-CoA_synthetase_TCA_cycle_step_6_sucD	COG0074_K01902
F3MP_pyruvate_dissimilation	F3MP_11_glyoxylate_cycle	F3MP_11_Isocitrate_dehydrogenase	F3MP_11_P035_Isocitrate_dehydrogenase_TCA_and_Glyoxylate_cycles_regularory_enzyme_aceK	COG4579_K00906
F3MP_pyruvate_dissimilation	F3MP_11_glyoxylate_cycle	F3MP_11_Isocitrate_lyase	F3MP_11_P033_Isocitrate_lyase_Glyoxylate_cycle_aceA	COG2224_K01637
F3MP_pyruvate_dissimilation	F3MP_11_glyoxylate_cycle	F3MP_11_L-Malate_dehydrogenase_NAD-dependent	F3MP_11_P032_L-Malate_dehydrogenase_NAD-dependent_mdh	COG0039_K00024_*
F3MP_pyruvate_dissimilation	F3MP_11_glyoxylate_cycle	F3MP_11_Malate_synthase	F3MP_11_P034_Malate_synthase_Glyoxylate_cycle_aceB	COG2225_K01638
F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Glycolate_dehydrogenase	F3MP_12_P037_Glycolate_dehydrogenase_glcD	COG0277_K00104
F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Glyoxylate_carboligase	F3MP_12_P038_Glyoxylate_carboligase_gcl	COG3960_K01608
F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Glyoxylate_reductase	F3MP_12_P036_Glyoxylate_reductase_gyaR	COG1052_K00015
F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Gycerate_2-kinase	F3MP_12_P040_Gycerate_2-kinase_garK	COG1929_K00865
F3MP_pyruvate_dissimilation	F3MP_12_glycolate_catabolism	F3MP_12_Tartronate_semialdehyde_reductase	F3MP_12_P039_Tartronate_semialdehyde_reductase_garR	COG02084_K00042
F3MP_pyruvate_dissimilation	F3MP_13_malolactic_fermentation	F3MP_13_L-malate_decarboxylase_malolactic_enzyme	F3MP_13_P041_L-malate_decarboxylase_malolactic_enzyme_mleS	COG0281_K22212_*
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Apo-citrate_lyase_phosphoribosyl-dephospho-CoA_transferase	F3MP_14_P044_Apo-citrate_lyase_phosphoribosyl-dephospho-CoA_transferase_citrate_catabolism_citX	COG3697_K05964
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_citrate_pro-3S-lyase_ligase_citrate_lyase_synthetase_type_1_citrate_catabolism_citC	COG3053_K01910
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_Citrate_lyase_alpha_subunit_citrate_catabolism_citF	COG3051_K01643
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_Citrate_lyase_beta_subunit_citrate_catabolism_citE	COG2301_K01644
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Citrate_lyase	F3MP_14_P042_Citrate_lyase_gamma-subunit_Acyl_carrier_protein_citrate_catabolism_citD	COG3052_K01646
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_1_alpha_subunit_citrate_catabolism_oadA	COG5016_K01571
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_1_beta_subunit_citrate_catabolism_oadB	COG1883_K01572
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_1_gamma_subunit_Biotin-acetyl-CoA-carboxylase_ligase_citrate_catabolism_oadG	COG0340_K03524
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_2_NADP-dependent_malic_enzyme_maeB	COG0281_K00029_*
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_2_NADP-dependent_malic_enzyme_maeA	COG0281_K00027
F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Triphosphoribosyl-dephospho-coenzymeA_synthase	F3MP_14_P045_Triphosphoribosyl-dephospho-coenzymeA_synthase_citrate_catabolism_citG	COG1767_K05966
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Acetaldehyde_dehydrogenase	F3MP_15_P054_Acetaldehyde_dehydrogenase_ethanolamine_catabolism_step_2A_eutE	COG1012_K04021
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_CoA-dependent_propanal_dehydrogenase	F3MP_15_P049_CoA-dependent_propanal_dehydrogenase_propanediol_catabolism_step_2B_pduP	COG1012_K13922
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Cobalamin_adenosyltransferase	F3MP_15_P057_Cobalamin_adenosyltransferase_ethanolamine_catabolism_eutT	COG4812_K04032
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Diol_dehydratase	F3MP_15_P047_Diol_dehydratase_reactivating_factor_beta_subunit_propanediol_catabolism_step_1B_pduH	2EB43
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Diol_dehydratase	F3MP_15_P047_Diol_dehydratase-reactivating_factor_alpha_subunit_propanediol_catabolism_step_1B_pduG	COG0849_pduG
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_ammonia-lyase	F3MP_15_P053_Ethanolamine_ammonia-lyase_large_subunit_heavy_chain_ethanolamine_catabolism_step_1_eutB	COG4303_K03735
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_ammonia-lyase	F3MP_15_P053_Ethanolamine_ammonia-lyase_light_chain_ethanolamine_catabolism_step_1_eutC	COG4302_K03736
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_ammonia-lyase	F3MP_15_P053_Reactivating_factor_for_ethanolamine_ammonia_lyase_ethanolamine_catabolism_step_1_eutA	COG4819_K04019
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_catabolism_protein	F3MP_15_P056_Ethanolamine_catabolism_protein_eutH	COG3192_K04023
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_catabolism_protein	F3MP_15_P056_Ethanolamine_catabolism_protein_eutJ	COG4820_K04024
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Ethanolamine_catabolism_protein	F3MP_15_P056_Ethanolamine_catabolism_protein_eutQ	COG4766_K04030
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Iron-containing_alcohol_dehydrogenase	F3MP_15_P055_Iron-containing_alcohol_dehydrogenase_ethanolamine_catabolism_step_2B_eutG	COG1454_K00001
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Phosphate_propanoyltransferase	F3MP_15_P050_Phosphate_propanoyltransferase_propanediol_catabolism_step3_pduL	COG4869_K13923
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein	F3MP_15_P058_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein_pduAJ_eutKM	COG4577
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein	F3MP_15_P058_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein_pduN_eutN	COG4576
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein	F3MP_15_P058_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein_pduU_eutS	COG4810
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_and_ethalnolamine_catabolism_polyhedral_body_protein	F3MP_15_P058_Propanediol_and_ethanolamine_catabolism_structural_protein_pduB_eutL	COG4816
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_catabolism_protein	F3MP_15_P052_Propanediol_catabolism_protein_pduM	29PKK
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_catabolism_protein	F3MP_15_P052_Propanediol_catabolism_protein_pduO	COG3193
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_dehydratase	F3MP_15_P046_Propanediol_dehydratase_large_subunit_propanediol_catabolism_step_1A_PduC	COG4909_K01699
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_dehydratase	F3MP_15_P046_Propanediol_dehydratase_medium_subunit_propanediol_catabolism_step_1A_PduD	COG4909_K13919
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanediol_dehydratase	F3MP_15_P046_Propanediol_dehydratase_small_subunit_propanediol_catabolism_step_1A_PduE	COG4910_K13920
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propanol_dehydrogenase	F3MP_15_P048_Propanol_dehydrogenase_propanediol_catabolism_step_2A_pduQ	COG1454_K13921
F3MP_pyruvate_dissimilation	F3MP_15_1-2-propanediol_and_ethanolamine_catabolism	F3MP_15_Propionate_and_Acetate_kinase	F3MP_15_P051_Propionate_and_Acetate_kinase_for_Propanediol_and_ethanolamine_catabolism_step_4_pduV_eutP	COG4917_K04029
F3MP_pyruvate_dissimilation	F3MP_16_glycerol_DHA_catabolism	F3MP_16_1-3-Propanediol_dehydrogenase	F3MP_16_P063_1-3-Propanediol_dehydrogenase_dhaT	COG1454_K00086_*
